country,cause_id,d_bothsex,d_male,d_female,year
Thailand,1520,39100,29200,9900,2000
Thailand,1600,13600,9800,3800,2000
Libya,0,19300,11200,8100,2000
Libya,20,800,500,300,2000
Libya,380,800,400,300,2000
Libya,420,100,0,100,2000
Libya,490,1500,900,700,2000
Libya,540,0,0,0,2000
Libya,610,2300,1400,900,2000
Libya,790,0,0,0,2000
Libya,800,400,200,200,2000
Libya,810,100,100,100,2000
Libya,820,300,200,100,2000
Libya,940,600,300,300,2000
Libya,1100,7000,3700,3200,2000
Libya,1170,700,400,300,2000
Libya,1210,800,400,300,2000
Libya,1260,700,300,400,2000
Libya,1330,0,0,0,2000
Libya,1340,0,0,0,2000
Libya,1400,800,400,400,2000
Libya,1505,0,0,0,2000
Libya,1520,2000,1500,500,2000
Libya,1600,500,400,100,2000
Brazil,0,991200,578300,412900,2000
Brazil,20,61000,36900,24100,2000
Brazil,380,46100,24800,21300,2000
Brazil,420,2100,0,2100,2000
Brazil,490,55500,31600,23900,2000
Brazil,540,13700,7400,6300,2000
Brazil,610,142300,77500,64800,2000
Brazil,790,1600,800,800,2000
Brazil,800,35400,14400,21000,2000
Brazil,810,9700,4700,5000,2000
Brazil,820,7000,5900,1100,2000
Brazil,940,11900,6400,5500,2000
Brazil,1100,300600,158600,142000,2000
Brazil,1170,77800,44000,33800,2000
Brazil,1210,50900,33300,17600,2000
Brazil,1260,23300,12600,10700,2000
Brazil,1330,2100,900,1200,2000
Brazil,1340,2800,1000,1900,2000
Brazil,1400,19400,10700,8600,2000
Brazil,1505,400,200,200,2000
Brazil,1520,63800,49500,14300,2000
Brazil,1600,63500,56900,6700,2000
Peru,0,113000,59300,53700,2000
Peru,20,14100,9500,4600,2000
Peru,380,12200,5800,6400,2000
Peru,420,800,0,800,2000
Peru,490,7700,4300,3400,2000
Peru,540,2700,1300,1400,2000
Peru,610,21800,9700,12100,2000
Peru,790,0,0,0,2000
Peru,800,2000,800,1200,2000
Peru,810,500,200,300,2000
Peru,820,800,600,200,2000
Peru,940,3000,1200,1700,2000
Peru,1100,15700,7200,8500,2000
Peru,1170,3000,1400,1600,2000
Peru,1210,7700,4200,3500,2000
Peru,1260,4300,1800,2500,2000
Peru,1330,200,100,100,2000
Peru,1340,200,0,100,2000
Peru,1400,3400,1900,1500,2000
Peru,1505,100,0,0,2000
Peru,1520,10300,7100,3300,2000
Peru,1600,2800,2100,700,2000
Bulgaria,0,115500,61000,54500,2000
Bulgaria,20,800,500,300,2000
Bulgaria,380,2500,1500,1100,2000
Bulgaria,420,0,0,0,2000
Bulgaria,490,300,200,100,2000
Bulgaria,540,100,0,100,2000
Bulgaria,610,15800,9000,6800,2000
Bulgaria,790,100,100,0,2000
Bulgaria,800,1900,800,1100,2000
Bulgaria,810,100,100,0,2000
Bulgaria,820,200,100,0,2000
Bulgaria,940,800,500,400,2000
Bulgaria,1100,79700,39500,40200,2000
Bulgaria,1170,3700,2400,1400,2000
Bulgaria,1210,3100,2100,900,2000
Bulgaria,1260,1300,700,600,2000
Bulgaria,1330,0,0,0,2000
Bulgaria,1340,0,0,0,2000
Bulgaria,1400,300,200,200,2000
Bulgaria,1505,0,0,0,2000
Bulgaria,1520,2800,2100,700,2000
Bulgaria,1600,1800,1300,500,2000
Algeria,0,138800,73700,65100,2000
Algeria,20,8100,4500,3600,2000
Algeria,380,6900,3600,3300,2000
Algeria,420,800,0,800,2000
Algeria,490,10900,6000,4800,2000
Algeria,540,200,100,100,2000
Algeria,610,15400,8300,7200,2000
Algeria,790,0,0,0,2000
Algeria,800,1700,700,1100,2000
Algeria,810,600,300,300,2000
Algeria,820,600,400,200,2000
Algeria,940,3300,1600,1800,2000
Algeria,1100,57000,27600,29400,2000
Algeria,1170,4500,2500,2000,2000
Algeria,1210,3900,2100,1800,2000
Algeria,1260,3700,1700,2000,2000
Algeria,1330,0,0,0,2000
Algeria,1340,100,0,100,2000
Algeria,1400,3400,1800,1600,2000
Algeria,1505,400,200,200,2000
Algeria,1520,12400,8900,3600,2000
Algeria,1600,4700,3200,1400,2000
Angola,0,264600,143800,120900,2000
Angola,20,107300,56500,50900,2000
Angola,380,40000,22200,17900,2000
Angola,420,4100,0,4100,2000
Angola,490,34000,18800,15300,2000
Angola,540,7300,4300,3000,2000
Angola,610,5700,2400,3300,2000
Angola,790,0,0,0,2000
Angola,800,2700,1700,900,2000
Angola,810,1000,600,500,2000
Angola,820,400,300,100,2000
Angola,940,1500,800,700,2000
Angola,1100,20600,11300,9300,2000
Angola,1170,4600,2200,2400,2000
Angola,1210,7200,5000,2200,2000
Angola,1260,2500,1700,900,2000
Angola,1330,100,100,100,2000
Angola,1340,100,100,0,2000
Angola,1400,6500,3600,2900,2000
Angola,1505,500,300,300,2000
Angola,1520,10900,6600,4400,2000
Angola,1600,7500,5500,2000,2000
Benin,0,81400,42600,38800,2000
Benin,20,29000,14900,14100,2000
Benin,380,9800,5300,4500,2000
Benin,420,1200,0,1200,2000
Benin,490,10300,5700,4600,2000
Benin,540,1400,700,700,2000
Benin,610,3200,1500,1700,2000
Benin,790,0,0,0,2000
Benin,800,1100,500,600,2000
Benin,810,1100,500,600,2000
Benin,820,100,100,0,2000
Benin,940,800,400,400,2000
Benin,1100,9400,4500,4900,2000
Benin,1170,1700,900,800,2000
Benin,1210,3200,2000,1300,2000
Benin,1260,1400,800,700,2000
Benin,1330,100,0,0,2000
Benin,1340,0,0,0,2000
Benin,1400,1400,800,600,2000
Benin,1505,100,100,0,2000
Benin,1520,4800,3100,1700,2000
Benin,1600,1100,800,300,2000
Bhutan,0,4000,2200,1800,2000
Bhutan,20,800,400,400,2000
Bhutan,380,400,200,200,2000
Bhutan,420,0,0,0,2000
Bhutan,490,400,200,200,2000
Bhutan,540,0,0,0,2000
Bhutan,610,300,200,100,2000
Bhutan,790,0,0,0,2000
Bhutan,800,100,0,0,2000
Bhutan,810,0,0,0,2000
Bhutan,820,0,0,0,2000
Bhutan,940,100,0,0,2000
Bhutan,1100,700,400,300,2000
Bhutan,1170,400,200,200,2000
Bhutan,1210,200,100,100,2000
Bhutan,1260,100,0,0,2000
Bhutan,1330,0,0,0,2000
Bhutan,1340,0,0,0,2000
Bhutan,1400,100,0,0,2000
Bhutan,1505,0,0,0,2000
Bhutan,1520,400,300,200,2000
Bhutan,1600,0,0,0,2000
Cameroon,0,203100,106500,96600,2000
Cameroon,20,83700,42000,41700,2000
Cameroon,380,23400,13200,10200,2000
Cameroon,420,4200,0,4200,2000
Cameroon,490,20300,11400,8900,2000
Cameroon,540,2200,1100,1100,2000
Cameroon,610,6300,2500,3800,2000
Cameroon,790,0,0,0,2000
Cameroon,800,3600,1900,1700,2000
Cameroon,810,2000,800,1200,2000
Cameroon,820,500,400,100,2000
Cameroon,940,1800,900,900,2000
Cameroon,1100,21100,11000,10100,2000
Cameroon,1170,4100,2400,1700,2000
Cameroon,1210,7400,4700,2800,2000
Cameroon,1260,4400,2200,2200,2000
Cameroon,1330,200,100,100,2000
Cameroon,1340,100,0,100,2000
Cameroon,1400,3700,2100,1600,2000
Cameroon,1505,300,200,100,2000
Cameroon,1520,10500,7200,3300,2000
Cameroon,1600,3200,2400,800,2000
Côte d'Ivoire,0,235700,133100,102600,2000
Côte d'Ivoire,20,112300,58100,54200,2000
Côte d'Ivoire,380,19900,12600,7200,2000
Côte d'Ivoire,420,4600,0,4600,2000
Côte d'Ivoire,490,25700,14500,11200,2000
Côte d'Ivoire,540,1400,700,600,2000
Côte d'Ivoire,610,7000,3500,3500,2000
Côte d'Ivoire,790,0,0,0,2000
Côte d'Ivoire,800,3400,2200,1300,2000
Côte d'Ivoire,810,1300,600,700,2000
Côte d'Ivoire,820,400,400,0,2000
Côte d'Ivoire,940,1700,1000,700,2000
Côte d'Ivoire,1100,22700,14700,8000,2000
Côte d'Ivoire,1170,4000,2800,1300,2000
Côte d'Ivoire,1210,8400,6100,2200,2000
Côte d'Ivoire,1260,4100,2600,1500,2000
Côte d'Ivoire,1330,200,100,100,2000
Côte d'Ivoire,1340,100,0,100,2000
Côte d'Ivoire,1400,3000,1700,1200,2000
Côte d'Ivoire,1505,300,200,100,2000
Côte d'Ivoire,1520,10400,7500,2900,2000
Côte d'Ivoire,1600,4900,3600,1300,2000
Egypt,0,406700,222300,184500,2000
Egypt,20,21800,11900,9900,2000
Egypt,380,24700,13400,11400,2000
Egypt,420,1200,0,1200,2000
Egypt,490,35500,19300,16200,2000
Egypt,540,1600,800,800,2000
Egypt,610,46700,25000,21700,2000
Egypt,790,100,0,0,2000
Egypt,800,8700,4200,4600,2000
Egypt,810,1300,600,700,2000
Egypt,820,100,100,0,2000
Egypt,940,5900,3000,2900,2000
Egypt,1100,157000,85500,71600,2000
Egypt,1170,15000,8700,6300,2000
Egypt,1210,43700,24900,18800,2000
Egypt,1260,11700,5000,6700,2000
Egypt,1330,100,100,100,2000
Egypt,1340,100,0,100,2000
Egypt,1400,10700,5700,5000,2000
Egypt,1505,300,200,100,2000
Egypt,1520,15800,10900,4900,2000
Egypt,1600,4600,3100,1500,2000
El Salvador,0,30800,18100,12600,2000
El Salvador,20,2600,1600,1000,2000
El Salvador,380,1900,1100,900,2000
El Salvador,420,100,0,100,2000
El Salvador,490,1700,1000,800,2000
El Salvador,540,400,200,200,2000
El Salvador,610,3400,1400,2000,2000
El Salvador,790,0,0,0,2000
El Salvador,800,500,200,300,2000
El Salvador,810,200,100,100,2000
El Salvador,820,900,800,0,2000
El Salvador,940,700,300,400,2000
El Salvador,1100,5500,2800,2700,2000
El Salvador,1170,1400,700,700,2000
El Salvador,1210,1700,1100,600,2000
El Salvador,1260,1800,1200,500,2000
El Salvador,1330,100,0,0,2000
El Salvador,1340,100,0,100,2000
El Salvador,1400,800,500,400,2000
El Salvador,1505,0,0,0,2000
El Salvador,1520,2800,2200,600,2000
El Salvador,1600,4300,2800,1400,2000
India,0,9418400,4975900,4442500,2000
India,20,2471900,1225300,1246600,2000
India,380,693600,331000,362600,2000
India,420,105500,0,105500,2000
India,490,1028500,539400,489000,2000
India,540,99900,40900,59100,2000
India,610,528900,275000,253900,2000
India,790,1300,800,500,2000
India,800,140000,72500,67500,2000
India,810,16500,7800,8700,2000
India,820,22500,19500,3000,2000
India,940,115500,57800,57700,2000
India,1100,1690700,960500,730100,2000
India,1170,850000,467500,382500,2000
India,1210,408900,254500,154400,2000
India,1260,195300,112300,82900,2000
India,1330,19000,9300,9700,2000
India,1340,13100,5300,7800,2000
India,1400,135700,68700,66900,2000
India,1505,8400,4300,4000,2000
India,1520,635400,384700,250700,2000
India,1600,237900,138600,99300,2000
Nigeria,0,1623000,864300,758700,2000
Nigeria,20,795500,415900,379600,2000
Nigeria,380,164000,93900,70000,2000
Nigeria,420,29400,0,29400,2000
Nigeria,490,198500,111500,87000,2000
Nigeria,540,7500,4500,3000,2000
Nigeria,610,40200,16100,24100,2000
Nigeria,790,100,100,100,2000
Nigeria,800,16000,8400,7500,2000
Nigeria,810,10800,4800,6000,2000
Nigeria,820,3200,2800,400,2000
Nigeria,940,9100,5000,4100,2000
Nigeria,1100,135300,66700,68600,2000
Nigeria,1170,19300,10400,8900,2000
Nigeria,1210,49800,32900,16900,2000
Nigeria,1260,15900,8500,7300,2000
Nigeria,1330,900,400,500,2000
Nigeria,1340,400,100,300,2000
Nigeria,1400,29900,17200,12700,2000
Nigeria,1505,2300,1400,900,2000
Nigeria,1520,68900,44800,24200,2000
Nigeria,1600,26000,18800,7200,2000
Afghanistan,0,247400,128300,119100,2000
Afghanistan,20,70300,36300,34000,2000
Afghanistan,380,24800,13200,11500,2000
Afghanistan,420,8500,0,8500,2000
Afghanistan,490,43100,23600,19500,2000
Afghanistan,540,1300,500,800,2000
Afghanistan,610,8400,4300,4100,2000
Afghanistan,790,0,0,0,2000
Afghanistan,800,2100,700,1400,2000
Afghanistan,810,800,400,400,2000
Afghanistan,820,200,200,100,2000
Afghanistan,940,2100,1100,1000,2000
Afghanistan,1100,44700,23200,21500,2000
Afghanistan,1170,6100,3200,2900,2000
Afghanistan,1210,5500,2900,2600,2000
Afghanistan,1260,3600,1900,1700,2000
Afghanistan,1330,0,0,0,2000
Afghanistan,1340,100,0,0,2000
Afghanistan,1400,5000,2700,2300,2000
Afghanistan,1505,600,300,300,2000
Afghanistan,1520,11300,7500,3800,2000
Afghanistan,1600,9000,6300,2600,2000
Central African Republic,0,70700,36500,34300,2000
Central African Republic,20,32600,16000,16500,2000
Central African Republic,380,6200,3500,2600,2000
Central African Republic,420,1900,0,1900,2000
Central African Republic,490,6100,3400,2700,2000
Central African Republic,540,800,400,300,2000
Central African Republic,610,1700,700,1000,2000
Central African Republic,790,0,0,0,2000
Central African Republic,800,1200,700,500,2000
Central African Republic,810,400,300,100,2000
Central African Republic,820,100,100,0,2000
Central African Republic,940,400,200,200,2000
Central African Republic,1100,8500,4200,4300,2000
Central African Republic,1170,2000,1000,1000,2000
Central African Republic,1210,2600,1700,900,2000
Central African Republic,1260,900,600,400,2000
Central African Republic,1330,0,0,0,2000
Central African Republic,1340,0,0,0,2000
Central African Republic,1400,800,400,300,2000
Central African Republic,1505,100,0,0,2000
Central African Republic,1520,2800,1800,1000,2000
Central African Republic,1600,1600,1200,300,2000
Burundi,0,113600,59700,53900,2000
Burundi,20,45100,23300,21800,2000
Burundi,380,10400,5700,4700,2000
Burundi,420,4300,0,4300,2000
Burundi,490,8700,4900,3800,2000
Burundi,540,2800,1600,1200,2000
Burundi,610,4100,1600,2400,2000
Burundi,790,0,0,0,2000
Burundi,800,1200,600,600,2000
Burundi,810,200,100,100,2000
Burundi,820,100,100,0,2000
Burundi,940,500,300,300,2000
Burundi,1100,8800,4200,4600,2000
Burundi,1170,2100,1100,1000,2000
Burundi,1210,3000,1800,1200,2000
Burundi,1260,1100,600,500,2000
Burundi,1330,100,0,0,2000
Burundi,1340,0,0,0,2000
Burundi,1400,1300,800,600,2000
Burundi,1505,100,100,0,2000
Burundi,1520,4200,2700,1400,2000
Burundi,1600,15500,10300,5200,2000
Ethiopia,0,981600,517700,463900,2000
Ethiopia,20,369100,186700,182400,2000
Ethiopia,380,120800,67400,53400,2000
Ethiopia,420,28700,0,28700,2000
Ethiopia,490,107200,61700,45500,2000
Ethiopia,540,28600,16100,12500,2000
Ethiopia,610,33300,10900,22400,2000
Ethiopia,790,100,0,0,2000
Ethiopia,800,13500,7600,6000,2000
Ethiopia,810,1800,800,900,2000
Ethiopia,820,900,700,200,2000
Ethiopia,940,6400,3500,2900,2000
Ethiopia,1100,81500,42700,38800,2000
Ethiopia,1170,17400,9700,7700,2000
Ethiopia,1210,34900,21900,13000,2000
Ethiopia,1260,13700,7900,5800,2000
Ethiopia,1330,700,300,400,2000
Ethiopia,1340,300,200,100,2000
Ethiopia,1400,15300,8600,6700,2000
Ethiopia,1505,800,500,300,2000
Ethiopia,1520,45200,28900,16300,2000
Ethiopia,1600,61300,41600,19700,2000
Chad,0,130800,69300,61600,2000
Chad,20,54100,28100,26100,2000
Chad,380,20000,10900,9000,2000
Chad,420,3100,0,3100,2000
Chad,490,15500,8600,6900,2000
Chad,540,3400,1800,1600,2000
Chad,610,3000,1300,1700,2000
Chad,790,0,0,0,2000
Chad,800,1100,500,500,2000
Chad,810,900,400,500,2000
Chad,820,100,100,0,2000
Chad,940,800,400,400,2000
Chad,1100,9400,4900,4400,2000
Chad,1170,2000,1200,900,2000
Chad,1210,3800,2400,1300,2000
Chad,1260,1500,900,600,2000
Chad,1330,100,0,0,2000
Chad,1340,0,0,0,2000
Chad,1400,2600,1400,1200,2000
Chad,1505,200,100,100,2000
Chad,1520,6400,4100,2300,2000
Chad,1600,2700,2000,700,2000
Sudan,0,231500,126300,105200,2000
Sudan,20,58400,33000,25400,2000
Sudan,380,25600,14000,11500,2000
Sudan,420,3800,0,3800,2000
Sudan,490,34700,19600,15100,2000
Sudan,540,2500,1400,1100,2000
Sudan,610,9100,3900,5200,2000
Sudan,790,0,0,0,2000
Sudan,800,1200,500,700,2000
Sudan,810,900,500,400,2000
Sudan,820,500,300,100,2000
Sudan,940,2500,1300,1200,2000
Sudan,1100,49500,25600,23900,2000
Sudan,1170,6100,3600,2500,2000
Sudan,1210,4800,2600,2300,2000
Sudan,1260,2800,1400,1400,2000
Sudan,1330,0,0,0,2000
Sudan,1340,100,0,0,2000
Sudan,1400,5500,3000,2500,2000
Sudan,1505,500,300,200,2000
Sudan,1520,16500,10800,5700,2000
Sudan,1600,6800,4500,2200,2000
Togo,0,54100,29000,25100,2000
Togo,20,21300,10700,10600,2000
Togo,380,5600,3300,2300,2000
Togo,420,900,0,900,2000
Togo,490,6100,3400,2700,2000
Togo,540,500,300,300,2000
Togo,610,1900,900,1100,2000
Togo,790,0,0,0,2000
Togo,800,700,400,400,2000
Togo,810,800,500,400,2000
Togo,820,100,100,0,2000
Togo,940,500,200,200,2000
Togo,1100,6300,3400,2900,2000
Togo,1170,1100,700,500,2000
Togo,1210,2200,1400,800,2000
Togo,1260,1000,500,400,2000
Togo,1330,0,0,0,2000
Togo,1340,0,0,0,2000
Togo,1400,800,500,400,2000
Togo,1505,0,0,0,2000
Togo,1520,3100,2000,1100,2000
Togo,1600,1000,800,300,2000
Madagascar,0,157500,83800,73700,2000
Madagascar,20,45700,24700,21000,2000
Madagascar,380,22100,11900,10200,2000
Madagascar,420,2900,0,2900,2000
Madagascar,490,17700,9700,8000,2000
Madagascar,540,7300,3700,3600,2000
Madagascar,610,7300,3100,4200,2000
Madagascar,790,0,0,0,2000
Madagascar,800,1800,1000,900,2000
Madagascar,810,400,200,200,2000
Madagascar,820,100,100,0,2000
Madagascar,940,1000,500,500,2000
Madagascar,1100,23800,12400,11400,2000
Madagascar,1170,5200,2900,2300,2000
Madagascar,1210,4800,2900,1800,2000
Madagascar,1260,1700,1000,700,2000
Madagascar,1330,100,0,100,2000
Madagascar,1340,100,0,0,2000
Madagascar,1400,2800,1500,1300,2000
Madagascar,1505,300,200,100,2000
Madagascar,1520,9900,6000,3800,2000
Madagascar,1600,2500,1800,600,2000
Niger,0,193600,99600,94000,2000
Niger,20,88000,45500,42600,2000
Niger,380,31600,16600,15000,2000
Niger,420,3500,0,3500,2000
Niger,490,22200,12100,10100,2000
Niger,540,4400,2300,2100,2000
Niger,610,3700,1600,2200,2000
Niger,790,0,0,0,2000
Niger,800,1200,500,700,2000
Niger,810,1600,700,900,2000
Niger,820,100,100,0,2000
Niger,940,1000,500,400,2000
Niger,1100,10700,4900,5700,2000
Niger,1170,2400,1200,1200,2000
Niger,1210,4600,2800,1800,2000
Niger,1260,1800,1000,800,2000
Niger,1330,100,0,100,2000
Niger,1340,0,0,0,2000
Niger,1400,4600,2500,2100,2000
Niger,1505,200,100,100,2000
Niger,1520,9500,5500,4000,2000
Niger,1600,2200,1600,700,2000
Rwanda,0,131500,69100,62400,2000
Rwanda,20,46800,23200,23500,2000
Rwanda,380,17300,9400,7900,2000
Rwanda,420,2700,0,2700,2000
Rwanda,490,11100,6000,5100,2000
Rwanda,540,4700,2600,2200,2000
Rwanda,610,5800,2700,3200,2000
Rwanda,790,0,0,0,2000
Rwanda,800,2200,1300,900,2000
Rwanda,810,300,200,200,2000
Rwanda,820,200,200,0,2000
Rwanda,940,1000,500,500,2000
Rwanda,1100,14700,7800,6900,2000
Rwanda,1170,3900,2300,1600,2000
Rwanda,1210,6300,4000,2300,2000
Rwanda,1260,2000,1200,800,2000
Rwanda,1330,100,0,100,2000
Rwanda,1340,100,0,0,2000
Rwanda,1400,2600,1400,1200,2000
Rwanda,1505,200,100,100,2000
Rwanda,1520,7700,4900,2700,2000
Rwanda,1600,2000,1400,600,2000
